"","stat"
"AHR",-2.17931632287804
"AR",0.779102255829743
"ARID1A",0.508839380110525
"ARID2",-0.334722677087607
"ARNT",0.311428993100916
"ATF3",1.8163605604879
"ATF7",-0.348054949863938
"BACH1",-0.0420679386328652
"BACH2",0.676126846806795
"BCL11A",1.21288114240864
"BCL3",-1.93183704677241
"BCL6",0.45492239838828
"BHLHE40",0.731558277228237
"CEBPA",0.885518479381507
"CEBPB",-1.2004739581671
"CEBPG",-0.872079388253541
"CREB1",1.0548626094621
"CREB3",-0.013614863109517
"CREB3L1",-1.17334090855138
"CREM",-0.565400603614661
"CTCF",-1.05048011339828
"CTCFL",0.840678234928793
"CUX1",-0.790110421952572
"E2F1",-0.0852656278277997
"E2F4",1.66591258524012
"E2F6",-0.400823771098301
"E2F7",0.750734945370967
"EBF1",-1.17796190395102
"EGR1",-3.46806429533551
"ELF1",1.32372531763669
"ELF3",-1.18325328880999
"ESR1",-1.91276244065565
"ESRRA",0.396256279780885
"ETS1",-2.30969555586838
"FOS",-1.10300571599126
"FOXJ2",1.19472240337714
"FOXK2",0.145875678788701
"FOXO1",1.42830824291071
"FOXO3",1.99715190291319
"FOXP1",0.246707629333305
"FOXP2",0.331004810298933
"GABPA",-1.63914690210036
"GATA2",-0.896984757879255
"GATA3",-1.45685783877186
"GATA6",-2.5106713219837
"GFI1B",-0.911060098955063
"GRHL2",-3.86481690910688
"HBP1",1.78960387000734
"HIF1A",0.629666700387384
"HMBOX1",-0.738154184330295
"HNF1A",-0.260538633239183
"HNF1B",-0.86849502019699
"HNF4A",2.39646105455044
"HNF4G",-0.664401951145931
"HSF1",0.694111352805545
"IRF1",0.528212389900541
"IRF2",-0.105399983796059
"IRF3",-0.120350920913702
"IRF4",-0.895147081461001
"JUN",-0.909074645224947
"JUNB",-0.0974506039552187
"KLF1",-0.360143476838412
"KLF13",1.50884988367982
"KLF5",-4.37306228437471
"KLF6",-2.39954176760158
"KLF9",0.198030904923011
"KMT2A",-1.60331688950875
"LYL1",-1.50242479665526
"MAF",-0.852929448783384
"MAFB",0.021048836613353
"MAFF",-1.1301357631611
"MAFG",0.994914606183774
"MAFK",-0.457104720915696
"MAX",0.0654173707779198
"MAZ",0.52566866584181
"MBD1",1.9840134197328
"MEF2A",-1.77255402725888
"MEF2B",0.121515974205462
"MEF2C",-0.121857119111717
"MEIS1",-0.661077704956094
"MEIS2",-0.701935146328469
"MIER1",-1.52910437776954
"MNT",0.159184762798751
"MTA1",0.0180857598575545
"MTA2",-0.119701498340731
"MXI1",0.4109189700452
"MYBL2",-2.15664785264123
"MYC",1.35777887676408
"MYCN",-0.914564745551319
"MYOD1",1.54408245723889
"NANOG",-0.027522076281228
"NEUROD1",-1.33035393030927
"NFATC1",-0.326759730429719
"NFE2",-0.304056649945907
"NFE2L1",-0.631174703715865
"NFKB1",-0.924562236271756
"NFYB",0.73425813791381
"NONO",-1.03527281931451
"NR2C2",-0.201730866483123
"NR2F1",-0.60798013559519
"NR2F6",-0.609303532784063
"NR4A1",-1.52289876510129
"NR5A2",-1.16584423782908
"NRF1",0.843823612325629
"ONECUT1",-0.210525684994307
"PAX5",-0.340233660257588
"PBX2",-1.28873169489761
"PBX3",-0.902208045316338
"PKNOX1",-0.901087684799782
"POU2F2",0.294105701743319
"POU5F1",-0.949686462534367
"PPARA",0.703029615795701
"PRDM1",0.065889000551537
"PRDM14",-1.1197995785561
"RBPJ",-0.861270325922537
"RELA",-1.73298762281622
"RFX1",-0.810215321143951
"RUNX2",-2.17068475924988
"SNAI2",0.362076982332698
"SNAPC4",-0.0576363102811534
"SOX11",0.081098064838323
"SOX2",-0.677551722256746
"SP1",-1.74144630026851
"SP2",-1.60316602127601
"SP3",-1.8481267067836
"SP4",0.187152214783112
"SPI1",-0.245884576996843
"SREBF1",-0.27468152176078
"SSRP1",-1.14243169139433
"STAT1",-0.741647850995562
"STAT2",1.29713443295049
"STAT3",-1.58631020309968
"TAF1",-1.49202212403848
"TBP",-0.81796406805371
"TCF12",-1.36597118573476
"TCF25",-0.655243167220794
"TCF3",0.0597833499561065
"TCF4",-2.49002476171748
"TCF7",-1.66239998741558
"TEAD1",-2.3300972596282
"TEAD2",0.684988661682232
"TEAD4",-1.65993131802885
"TFAP2A",-3.32970895426769
"TFAP4",-2.81902174586671
"TFDP1",2.01445821995817
"TGIF2",-0.542034643282836
"THAP1",0.372632211577458
"THAP11",0.774560613958156
"TP53",2.10635745756792
"TP73",0.839341202360791
"USF1",-1.75184601866131
"USF2",-3.26491168092376
"WT1",-0.404760754543839
"YY1",-1.28796274758835
"ZBED1",-0.461671191165673
"ZBTB7A",0.271716777886124
"ZEB1",4.15806537571567
"ZEB2",2.05782999939507
"ZFX",-0.0921675848456428
"ZKSCAN1",1.28581724946313
"ZNF143",-0.867517862974968
"ZNF263",0.365808804516589
"ZNF384",-0.493731258993157
"ZNF639",-0.660258664144159
"ZNF740",-1.57566791152311
