Node	ZeroAct	UpAct	DownAct	AvgAct	NodeType
FOXO1	0	0	100	-100	T
EGR1	0	100	0	100	T
ZEB1	0	0	100	-100	T
KLF6	0	100	0	100	T
GATA2	0	0	100	-100	T
CREM	0	100	0	100	T
ZEB2	0	0	100	-100	T
CEBPA	0	100	0	100	T
TEAD4	0	100	0	100	T
ESR1	0	0	100	-100	T
SP3	0	0	100	-100	T
CTCF	0	0	100	-100	T
GATA3	0	100	0	100	T
MEF2C	0	100	0	100	T
NR5A2	0	100	0	100	T
MAF	0	100	0	100	T
USF1	0	100	0	100	T
IRF2	0	0	100	-100	T
MAX	0	100	0	100	T
TAF1	0	100	0	100	T
PKNOX1	0	100	0	100	T
HNF1A	0	0	100	-100	T
USF2	0	100	0	100	T
MEIS1	0	100	0	100	T
HNF1B	0	100	0	100	T
MEF2B	0	100	0	100	T
TEAD2	0	100	0	100	T
TEAD1	0	100	0	100	T
MTA1	0	0	100	-100	T
KLF5	0	100	0	100	T
BCL3	0	100	0	100	T
CREB1	0	0	100	-100	T
NR2F1	0	0	100	-100	T
STAT2	0	100	0	100	T
MYBL2	0	0	100	-100	T
RBPJ	0	100	0	100	T
IRF4	0	100	0	100	T
CUX1	0	100	0	100	T
CREB3	0	100	0	100	T
ELF3	0	100	0	100	T
KLF1	0	0	100	-100	T
CREB3L1	0	0	100	-100	T
IRF1	0	0	100	-100	T
MAPK14	0	0	100	-100	I
MAPK3	0	0	100	-100	I
MAPK1	0	100	0	100	I
AKT1	0	0	100	-100	I
PAK1	0	100	0	100	I
PAX6	0	100	0	100	I
CDK1	0	0	100	-100	I
ATF2	0	0	100	-100	I
KAT2B	0	0	100	-100	I
CAMKK1	0	100	0	100	I
GSK3B	0	0	100	-100	I
TBK1	0	0	100	-100	I
PARP1	0	0	100	-100	I
RB1	0	0	100	-100	I
SIRT1	0	0	100	-100	I
DDX58	0	0	100	-100	I
HDAC1	0	100	0	100	I
YAP1	0	100	0	100	I
ATF3	0	0	100	-100	I
RXRB	0	0	100	-100	I
NR2F2	0	0	100	-100	I
SMAD5	0	0	100	-100	I
CAMK4	0	100	0	100	I
ROCK2	0	100	0	100	I
PCBD1	0	100	0	100	I
CDK6	0	100	0	100	I
CTBP1	0	0	100	-100	I
HMGB1	0	100	0	100	I
HOXD9	0	100	0	100	I
CASP7	0	100	0	100	I
DFFB	0	100	0	100	I
CCM2	0	0	100	-100	I
NS1	0	100	0	100	S
